Datetime,TairF,TairC
5/14/2022 11:50,93,33.88888889
5/14/2022 11:55,93,33.88888889
5/14/2022 12:00,94,34.44444444
5/14/2022 12:05,93,33.88888889
5/14/2022 12:10,94,34.44444444
5/14/2022 12:15,94,34.44444444
5/14/2022 12:20,95,35
5/14/2022 12:25,95,35
5/14/2022 12:30,96,35.55555556
5/14/2022 12:35,96,35.55555556
5/14/2022 12:40,95,35
5/14/2022 12:45,97,36.11111111
5/14/2022 12:50,96,35.55555556
5/14/2022 12:55,97,36.11111111
5/14/2022 13:00,97,36.11111111
5/14/2022 13:05,96,35.55555556
5/14/2022 13:10,97,36.11111111
5/14/2022 13:15,96,35.55555556
5/14/2022 13:20,96,35.55555556
5/14/2022 13:25,97,36.11111111
5/14/2022 13:30,97,36.11111111
5/14/2022 13:35,97,36.11111111
5/14/2022 13:40,96,35.55555556
5/14/2022 13:45,95,35
5/14/2022 13:50,96,35.55555556
5/14/2022 13:55,98,36.66666667
5/14/2022 14:00,98,36.66666667
5/14/2022 14:05,97,36.11111111
